hotel,arrival_date,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,2015-10-17,1,33,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,9.0,,0,Contract,107.58,0,2,Canceled,2015-10-17
City Hotel,2015-10-15,0,0,0,2,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9.0,,0,Contract,136.0,0,1,Check-Out,2015-10-17
City Hotel,2016-01-10,0,0,2,5,2,0,0,BB,AGO,Online TA,TA/TO,1,0,1,A,A,1,No Deposit,9.0,,0,Transient,41.84,0,1,Check-Out,2016-01-17
City Hotel,2015-10-15,0,14,0,2,2,0,0,BB,SVN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,99.0,,0,Transient-Party,100.0,0,0,Check-Out,2015-10-17
City Hotel,2015-10-19,1,4,1,0,2,0,0,BB,PRT,Online TA,Corporate,0,1,0,A,A,0,No Deposit,47.0,,0,Transient,90.0,0,0,Canceled,2015-10-17
City Hotel,2015-10-15,0,17,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,104.11,0,1,Check-Out,2015-10-18
City Hotel,2015-10-17,0,289,0,1,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,67.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-17,0,289,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,67.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-14,0,29,0,4,2,2,0,BB,FIN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,163.58,0,1,Check-Out,2015-10-18
City Hotel,2015-10-17,0,289,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,0.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-17,0,289,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,21.0,,0,Transient-Party,67.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-15,0,34,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,125.0,0,1,Check-Out,2015-10-18
City Hotel,2015-10-16,0,17,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,20.0,,17,Transient-Party,48.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-16,0,17,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,17,Transient-Party,48.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-14,0,32,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.58,0,1,Check-Out,2015-10-18
City Hotel,2015-10-16,0,17,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,20.0,,17,Transient-Party,48.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-15,0,28,0,3,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,82.65,0,0,Check-Out,2015-10-18
City Hotel,2015-10-16,0,35,0,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Contract,89.28,0,3,Check-Out,2015-10-18
City Hotel,2015-10-16,0,17,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,20.0,,17,Transient-Party,48.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-17,0,36,0,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,102.6,0,2,Check-Out,2015-10-18
City Hotel,2015-10-15,0,3,0,3,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,85.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-15,0,3,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,85.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-16,0,34,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,104.85,0,0,Check-Out,2015-10-18
City Hotel,2015-10-16,0,34,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,99.45,0,0,Check-Out,2015-10-18
City Hotel,2015-10-16,0,23,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,98.4,0,2,Check-Out,2015-10-18
City Hotel,2015-10-16,0,23,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,98.4,0,2,Check-Out,2015-10-18
City Hotel,2015-10-16,0,23,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient,109.0,0,0,Check-Out,2015-10-18
City Hotel,2015-10-19,1,5,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Contract,136.0,0,2,Canceled,2015-10-18
City Hotel,2015-10-15,0,16,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-18,0,0,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,114.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-15,0,16,1,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-18,0,10,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-16,0,30,1,2,2,0,0,BB,COL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,102.0,0,2,Check-Out,2015-10-19
City Hotel,2015-10-15,0,34,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,107.55,0,1,Check-Out,2015-10-19
City Hotel,2015-10-18,0,0,1,0,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-18,0,34,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,76.5,0,0,Check-Out,2015-10-19
City Hotel,2015-10-18,0,34,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,27.0,,0,Transient,76.5,0,0,Check-Out,2015-10-19
City Hotel,2015-10-18,0,34,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,69.3,0,0,Check-Out,2015-10-19
City Hotel,2015-10-15,0,16,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-15,0,16,1,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-15,0,16,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-15,0,16,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-17,0,5,1,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,110.0,0,Transient,162.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-23,1,41,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,2,Canceled,2015-10-19
City Hotel,2015-10-16,0,35,1,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,108.9,0,0,Check-Out,2015-10-19
City Hotel,2015-10-20,1,34,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,90.9,0,2,Canceled,2015-10-19
City Hotel,2015-10-17,0,35,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.85,0,1,Check-Out,2015-10-19
City Hotel,2015-10-17,0,30,1,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,82.08,0,0,Check-Out,2015-10-19
City Hotel,2015-11-01,1,30,2,2,2,1,1,BB,PRT,Direct,Direct,0,1,0,E,E,0,No Deposit,14.0,,0,Transient,129.3,0,3,Canceled,2015-10-19
City Hotel,2015-10-16,0,36,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,83.0,,0,Contract,97.92,0,0,Check-Out,2015-10-19
City Hotel,2015-10-14,0,26,1,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2015-10-19
City Hotel,2016-07-04,1,268,1,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14.0,,0,Transient,80.1,0,1,Canceled,2015-10-19
City Hotel,2015-10-18,0,0,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,87.78,0,0,Check-Out,2015-10-19
City Hotel,2015-10-19,1,3,1,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,81.0,0,Transient,123.0,0,0,Canceled,2015-10-19
City Hotel,2015-10-17,0,35,1,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,113.85,0,1,Check-Out,2015-10-19
City Hotel,2015-10-18,0,0,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,114.0,0,0,Check-Out,2015-10-19
City Hotel,2015-10-16,0,18,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,8.0,,0,Transient,129.33,1,1,Check-Out,2015-10-19
City Hotel,2015-10-17,0,35,1,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.85,1,1,Check-Out,2015-10-19
City Hotel,2015-10-29,1,14,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9.0,,0,Contract,179.86,0,0,Canceled,2015-10-19
City Hotel,2015-10-30,1,14,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9.0,,0,Transient,107.17,0,1,Canceled,2015-10-19
City Hotel,2015-11-29,1,69,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0,Canceled,2015-10-19
City Hotel,2015-10-20,1,1,0,1,1,0,0,BB,PRT,Direct,Direct,1,1,0,D,D,1,No Deposit,,,0,Transient,154.0,0,0,Canceled,2015-10-19
City Hotel,2016-07-23,1,292,2,1,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9.0,,0,Contract,158.4,0,2,Canceled,2015-10-19
City Hotel,2015-10-19,1,1,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,152.4,0,0,No-Show,2015-10-19
City Hotel,2015-10-13,0,14,2,5,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,131.43,0,2,Check-Out,2015-10-20
City Hotel,2015-10-18,0,13,2,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,120.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-18,0,3,2,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-19,0,3,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,139.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-19,0,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-20
City Hotel,2015-11-09,0,4,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-10
City Hotel,2015-11-23,0,5,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-24
City Hotel,2015-12-27,0,1,2,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-12-30
City Hotel,2016-01-04,0,4,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-05
City Hotel,2016-01-11,0,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-12
City Hotel,2016-01-12,0,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-13
City Hotel,2016-01-22,0,3,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-23
City Hotel,2016-01-26,0,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-27
City Hotel,2016-02-15,0,4,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,9,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-02-17
City Hotel,2016-02-29,0,0,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,10,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-03-01
City Hotel,2016-03-02,0,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-03-03
City Hotel,2016-03-14,0,0,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,12,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-03-15
City Hotel,2016-03-21,0,0,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,13,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-03-22
City Hotel,2016-04-11,0,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-04-12
City Hotel,2016-04-25,1,0,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,15,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Canceled,2016-04-25
City Hotel,2016-07-04,0,10,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,15,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-07-06
City Hotel,2017-06-05,0,5,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,16,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2017-06-06
City Hotel,2015-10-22,1,38,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Contract,105.3,0,1,Canceled,2015-10-20
City Hotel,2015-10-19,0,10,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,Check-Out,2015-10-20
City Hotel,2015-10-17,0,221,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-17,0,221,2,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-19,0,0,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,160.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-17,0,26,2,1,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,10.0,,0,Transient,161.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-24,1,16,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9.0,,0,Transient,215.0,0,1,Canceled,2015-10-20
City Hotel,2015-11-03,1,26,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,85.85,0,1,Canceled,2015-10-20
City Hotel,2015-10-19,0,0,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Contract,155.0,0,2,Check-Out,2015-10-20
City Hotel,2016-06-05,1,230,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,8.0,,0,Transient,89.0,0,1,Canceled,2015-10-20
City Hotel,2015-10-16,0,30,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,118.58,0,1,Check-Out,2015-10-20
City Hotel,2015-10-18,0,31,2,0,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,96.3,0,0,Check-Out,2015-10-20
City Hotel,2015-10-19,0,3,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,14.0,,0,Transient,128.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-15,0,15,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,142.6,1,1,Check-Out,2015-10-20
City Hotel,2015-10-17,0,221,2,1,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-17,0,221,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,65.0,0,1,Check-Out,2015-10-20
City Hotel,2015-10-17,0,221,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,65.0,0,1,Check-Out,2015-10-20
City Hotel,2015-10-17,0,221,2,1,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-17,0,221,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-17,0,17,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,106.77,0,1,Check-Out,2015-10-20
City Hotel,2015-10-15,0,17,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,94.95,0,1,Check-Out,2015-10-20
City Hotel,2015-10-17,0,26,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-15,0,34,2,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Contract,94.3,0,0,Check-Out,2015-10-20
City Hotel,2015-10-17,0,221,2,1,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,77.5,0,0,Check-Out,2015-10-20
City Hotel,2015-10-17,0,221,2,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,3.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-30,1,16,2,5,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14.0,,0,Transient,97.71,0,0,Canceled,2015-10-20
City Hotel,2015-10-22,0,9,0,1,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,6.0,,0,Transient,174.25,0,0,Check-Out,2015-10-23
City Hotel,2015-10-31,1,37,0,1,2,0,1,BB,PRT,Complementary,Direct,0,1,0,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,2,Canceled,2015-10-20
City Hotel,2015-12-05,1,4,0,1,2,0,0,BB,PRT,Complementary,Direct,1,2,0,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,2,Canceled,2015-12-04
City Hotel,2016-01-27,0,2,0,1,1,0,0,BB,PRT,Complementary,Direct,1,2,0,A,F,0,No Deposit,,45.0,0,Transient-Party,0.0,0,3,Check-Out,2016-01-28
City Hotel,2016-03-03,0,0,0,1,1,0,0,BB,PRT,Complementary,Direct,1,2,1,D,E,0,No Deposit,,45.0,0,Transient,0.0,0,0,Check-Out,2016-03-04
City Hotel,2016-05-05,0,1,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,2,D,A,0,No Deposit,,45.0,0,Transient,0.0,0,3,Check-Out,2016-05-06
City Hotel,2016-05-22,0,3,1,0,2,0,0,BB,PRT,Complementary,Corporate,1,2,3,A,F,0,No Deposit,,45.0,0,Transient,0.0,0,3,Check-Out,2016-05-23
City Hotel,2016-05-25,0,0,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,4,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,3,Check-Out,2016-05-26
City Hotel,2016-06-27,0,3,1,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,5,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,3,Check-Out,2016-06-28
City Hotel,2016-07-11,0,2,1,2,1,0,0,BB,PRT,Complementary,Corporate,1,2,6,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2016-07-14
City Hotel,2016-10-06,0,2,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,7,A,G,0,No Deposit,,45.0,0,Transient,0.0,0,3,Check-Out,2016-10-07
City Hotel,2016-12-05,0,5,1,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,8,A,A,0,No Deposit,,45.0,0,Transient,0.0,1,1,Check-Out,2016-12-06
City Hotel,2017-03-15,0,5,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,9,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2017-03-16
City Hotel,2017-06-05,0,6,1,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,10,A,F,0,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2017-06-06
City Hotel,2015-10-19,0,4,1,0,1,0,0,BB,FIN,Online TA,Corporate,0,0,0,A,D,0,No Deposit,,47.0,0,Transient,90.0,0,0,Check-Out,2015-10-20
City Hotel,2015-10-19,0,4,1,0,2,0,0,BB,RUS,Online TA,Corporate,0,0,0,A,D,0,No Deposit,,47.0,0,Transient,12.0,0,0,Check-Out,2015-10-20
City Hotel,2015-11-08,1,50,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,1,Canceled,2015-10-20
City Hotel,2016-02-12,0,11,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,1,1,0,D,D,0,No Deposit,83.0,,0,Transient,93.8,0,0,Check-Out,2016-02-15
City Hotel,2015-10-20,1,0,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,D,F,0,No Deposit,3.0,,0,Transient,97.0,0,0,Canceled,2015-10-20
City Hotel,2015-10-20,0,0,0,0,1,0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,F,1,No Deposit,9.0,,0,Contract,0.0,0,1,Check-Out,2015-10-20
City Hotel,2015-10-20,1,0,0,1,1,0,0,BB,PRT,Online TA,Corporate,1,0,0,A,B,1,No Deposit,,120.0,0,Transient,140.0,0,0,Canceled,2015-10-20
City Hotel,2015-10-20,1,0,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,G,1,No Deposit,87.0,,0,Transient,123.0,0,0,No-Show,2015-10-20
City Hotel,2015-10-18,0,3,2,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,136.0,0,0,Check-Out,2015-10-21
City Hotel,2015-10-20,0,1,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,145.0,0,0,Check-Out,2015-10-21
City Hotel,2015-10-19,0,13,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-21
City Hotel,2015-11-05,0,3,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-06
City Hotel,2015-10-19,0,0,1,1,1,0,0,BB,SAU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient,145.0,0,0,Check-Out,2015-10-21
City Hotel,2015-10-18,0,4,2,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-21
City Hotel,2015-10-20,0,0,0,1,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,87.0,,0,Transient,123.0,0,0,Check-Out,2015-10-21
City Hotel,2015-10-20,0,0,0,1,1,0,0,BB,IRQ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,0,Check-Out,2015-10-21
City Hotel,2015-10-19,0,4,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,116.0,0,Transient,95.0,0,0,Check-Out,2015-10-21
City Hotel,2015-10-20,0,1,0,1,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,155.0,0,1,Check-Out,2015-10-21
